"seen","have","manually_corrected_title","tags_csv_list","ended_with_right_paren","type_of_media","source_of_item","who_csv_list","aka_slsh_list","characters_csv_list","video_wrapper","series_in","imdb_id","imdb_added_to_list_on","imdb_changed_on_list_on","release_year","imdb_rating","runtime_in_minutes","votes","released_on","directors_csv_list","imdb_my_rating","imd_my_rating_made_on","date_watched","last_save_time","creation_date"
"y","","The Secret of My Success (1987)",,"y","Movie","Keep",,,,,,"tt0081505",,,"1980","8.4","146","1077492","5/23/1980 12:00:00 AM","Stanley Kubrick","8","10/29/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","The Secret of NIMH (1982)","Animation, Adventure, Drama, Family, Fantasy, Mystery, Sci-Fi","y","Movie","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","The Secret of the Sword (1985)","Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi","y","Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"?","","The Secrets of Isis (1975)",,"y","TV Series","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"x","","The Seeker: The Dark Is Rising (2007)","Kid, Fantasy","y","Movie",,,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","The Seven Year Itch (1955)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","The Seventh Seal (1957)","Drama, Fantasy","y","Movie","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","The Seventh Sign (1988)",,"y","Movie","Keep",,,,,,"tt0780607","10/17/2023 12:00:00 AM","10/17/2023 12:00:00 AM","2007","6","103","21715","1/22/2007 12:00:00 AM","Jacob Gentry, David Bruckner, Dan Bush",,,,"45316.63454861111","45227.53674768518"
,"","The Seventh Victim (1943)",,"y","Movie","Keep",,,,,,"tt2910814","10/17/2023 12:00:00 AM","10/17/2023 12:00:00 AM","2014","6","97","68315","1/20/2014 12:00:00 AM","William Eubank",,,,"45316.63454861111","45227.53674768518"
"?","","The Shaggy D.A. (1976)","Family","y","Movie","Keep",,,,,,"tt7315484","10/17/2023 12:00:00 AM","10/17/2023 12:00:00 AM","2019","5.3","90","49407","4/10/2019 12:00:00 AM","John R. Leonetti",,,,"45316.63454861111","45227.53674768518"
"?","","The Shaggy Dog (1959)","Comedy, Family, Fantasy","y","Movie","IMDB:Ratings",,,,,,"tt0102926",,,"1991","8.6","118","1503390","1/30/1991 12:00:00 AM","Jonathan Demme","9","10/29/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
,"y","The Shakiest Gun in the West (1968)",,"y","Movie",,,,,,,,,,,,,,,,,,,,
,"","The Shape of Things to Come (1979)","Adventure, Sci-Fi, Thriller","y","Movie","IMDB: Watch List",,,,,,"tt11570202",,,"2021","6.9","45","23795","12/24/2021 12:00:00 AM",,"5","10/27/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","The Shawshank Redemption (1994)","Drama","y","Movie","IMDB:Ratings",,,,,,"tt0053250",,,"1960","4.6","93","3054","2/26/1960 12:00:00 AM","Kurt Maetzig","5","10/28/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","The Shining (1980)","Drama, Horror","y","Movie","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","The Shipping News (2001)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","The Shootist (1976)",,"y","Movie","Keep",,,,,,"tt7275806","10/27/2023 12:00:00 AM","10/27/2023 12:00:00 AM","2015","8.8","1","5","11/9/2015 12:00:00 AM","Robert Ian Simpson",,,,"45316.63454861111","45227.53674768518"
"y","","The Shop Around the Corner (1940)",,"y","Movie","Keep",,,,,,"tt0070700",,,"1973","6.9","75","4980","3/7/1973 12:00:00 AM","Richard Irving","6","10/28/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","The Siege (1998)",,"y","Movie","Keep",,,,,,"tt0071054",,,"1974","7.1","60","12402","1/18/1974 12:00:00 AM",,"6","10/29/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
,"","The Siege of Jadotville (2016)",,"y","Movie","Keep",,,,,,"tt0167404",,,"1999","8.2","107","1028921","8/2/1999 12:00:00 AM","M. Night Shyamalan","8","10/29/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"?","","The Sign of Four (1987)",,"y","TV Series","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","The Signal (2007)","Horror, Sci-Fi, Thriller","y","Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","The Signal (2014)","Drama, Mystery, Sci-Fi, Thriller","y","Movie","IMDB: Watch List",,,,,,"tt0024593","10/17/2023 12:00:00 AM","10/17/2023 12:00:00 AM","1933","5.6","70","5086","12/22/1933 12:00:00 AM","Ernest B. Schoedsack",,,,"45316.63454861111","45227.53674768518"
,"","The Silence (2019)","Drama, Horror, Sci-Fi, Thriller","y","Movie","IMDB: Watch List",,,,,,"tt0059742",,,"1965","8.1","172","250743","3/2/1965 12:00:00 AM","Robert Wise","8","10/29/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","The Silence of the Lambs (1991)","Crime, Drama, Thriller","y","Movie","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","The Silent Sea (2021)","Adventure, Drama, Mystery, Sci-Fi, Thriller","y","TV Series","IMDB:Ratings",,,,,,"tt3922818","10/17/2023 12:00:00 AM","10/17/2023 12:00:00 AM","2017","6.4","120","55421","2/1/2017 12:00:00 AM","Peter Chelsom",,,,"45316.63454861111","45227.53674768518"
,"","The Silent Star (1960)","Sci-Fi","y","Movie","IMDB:Ratings",,,,,,"tt0061299","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","1966","7.5","30","194","7/4/1966 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
"y","","The Simpsons (1989)",,"y","TV Series","Keep",,,,,,"tt0080062","10/20/2023 12:00:00 AM","10/20/2023 12:00:00 AM","1979","5.2","93","1322","7/19/1979 12:00:00 AM","Russ Mayberry",,,,"45316.63454861111","45227.53674768518"
"y","","The Simpsons Movie (2007)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"y","The Singularity (2015)","Animation, Short, Sci-Fi","y","Short","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","The Six Million Dollar Man (1973)","Adventure, Sci-Fi","y","TV Movie","IMDB:Ratings",,,,,,"tt0976192","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","2008","8.4","23","18477","3/1/2008 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
"y","","The Six Million Dollar Man (1974)","Action, Crime, Drama, Mystery, Sci-Fi","y","TV Series","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","The Sixth Sense (1999)","Drama, Mystery, Thriller","y","Movie","IMDB:Ratings",,,,,,"tt3885422","10/17/2023 12:00:00 AM","10/17/2023 12:00:00 AM","2021","6.4","93","2657","3/18/2021 12:00:00 AM","Philip Gelatt, Morgan Galen King",,,,"45316.63454861111","45227.53674768518"
"y","","The Skeleton Key (2005)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","The Skulls (2000)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","The Son of Kong (1933)","Adventure, Family, Horror, Sci-Fi","y","Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y",,"The Sound (2017)","Horror, Enlightenment, Childhood Trauma, Ghosts, Plodding, Fair Ending","y","Movie","Prime Video",,,,,,,,,,,,,,,,,,,
"y","","The Sound of Music (1965)","Biography, Drama, Family, Musical, Romance","y","Movie","IMDB:Ratings",,,,,,"tt0193524","10/28/2023 12:00:00 AM","10/28/2023 12:00:00 AM","1978","2.1","97","16280","11/17/1978 12:00:00 AM","Steve Binder, David Acomba",,,,"45316.63454861111","45227.53674768518"
"y","","The Sounds (2020)","Mystery, Murder, Missing","y","TV Mini-Series","Streaming",,,,,,"tt5715678","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","2016","7.5","7","234","5/11/2016 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
,"","The Space Between Us (2017)","Drama, Romance, Sci-Fi","y","Movie","IMDB: Watch List",,,,,,"tt0069638","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","1973","6.2","60","571","9/22/1973 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
,"","The Space Giants (1966)","Sci-Fi","y","TV Series","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","The Spaceman and King Arthur (1979)","Adventure, Comedy, Family, Fantasy, Sci-Fi","y","Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","The Spanish Prisoner (1997)",,"y","Movie","Keep",,,,,,"tt0073747",,,"1975","6.9","115","19105","2/12/1975 12:00:00 AM","Bryan Forbes","6","10/27/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
,"","The Spartans (2004)","Documentary, History","y","TV Mini-Series","Keep",,,,,,"tt0070735",,,"1973","8.3","129","273842","12/25/1973 12:00:00 AM","George Roy Hill","8","8/12/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
,"","The Spectacular Spider-Man (2008)","Animation, Action, Adventure, Comedy, Family, Sci-Fi","y","TV Series","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","The Spider's Web (1960)","Thriller","y","Movie",,,,,,,"tt0051016","10/18/2023 12:00:00 AM","10/18/2023 12:00:00 AM","1957","4.8","100","1490","10/23/1957 12:00:00 AM","Irwin Allen",,,,"45316.63454861111","45227.53674768518"
,"","The Spine of Night (2021)","Animation, Action, Adventure, Fantasy, Horror, Sci-Fi","y","Movie","IMDB: Watch List",,,,,,"tt0051020","10/28/2023 12:00:00 AM","10/28/2023 12:00:00 AM","1958","4.8","75","1327","3/4/1958 12:00:00 AM","Gilbert Gunn",,,,"45316.63454861111","45227.53674768518"
"y","y","The Spiral Staircase (1946)","Noir","y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"y","The Split (2018)","Divorce Lawyers","y","TV Series",,,,,,,,,,,,,,,,,,,,
"y","","The Spy Who Came in from the Cold (1965)","Noir, Sad, Tragedy, Choice, Communism, Spies","y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"?","","The Squid and the Whale (2005)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"s","y","The Star Wars Holiday Special (1978)","Adventure, Family, Musical, Sci-Fi","y","TV Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","The Star Wars Show (2016)","Short, Sci-Fi, Talk-Show","y","TV Series","IMDB: Watch List",,,,,,"tt6334354",,,"2021","7.2","132","389546","7/28/2021 12:00:00 AM","James Gunn","8","10/27/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
,"","The Starlost (1973)","Sci-Fi","y","TV Series","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","The Stars Fell on Henrietta (1995)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"?","","The Steel Helmet (1951)",,"y","Movie","Keep",,,,,,"tt1388589","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","2009","6.1",,"2011","9/13/2009 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
"y","","The Stepford Wives (1975)","Horror, Mystery, Sci-Fi, Thriller","y","Movie","IMDB:Ratings",,,,,,"tt0231046","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","1967","7.4","60","527","9/9/1967 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
"y","","The Sting (1973)","Comedy, Crime, Drama","y","Movie","IMDB:Ratings",,,,,,"tt0120255",,,"1997","7.5","112","36311","5/15/1997 12:00:00 AM","Atom Egoyan","8","10/19/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","The Sting II (1983)",,"y","Movie",,,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","The Story of Mankind (1957)","Drama, Fantasy, Sci-Fi","y","Movie","IMDB: Watch List",,,,,,"tt0084749","10/15/2023 12:00:00 AM","10/15/2023 12:00:00 AM","1982","5.4","100","7259","4/30/1982 12:00:00 AM","Albert Pyun",,,,"45316.63454861111","45227.53674768518"
,"","The Strange World of Planet X (1958)","Drama, Sci-Fi, Horror","y","Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","The Stranger (1946)","Post-War","y","Movie",,"Orson Wells, Edward G. Robinson",,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","The Stranger (2020)","Crime, Secrets, Evil, Drama, Revenge","y","TV Mini-Series",,,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","The Strangers (2008)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","The Stupids (1996)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","The Suicide Squad (2021)","Action, Adventure, Comedy, Sci-Fi","y","Movie","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","The Sum of All Fears (2002)",,"y","Movie","Keep",,,,,,"tt0061407",,,"1967","7.1","122","8475","2/27/1967 12:00:00 AM","Franco Zeffirelli","7","10/26/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"?","","The Sunshine Boys (1975)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","The Super Hero Squad Show (2009)","Animation, Action, Comedy, Family, Sci-Fi","y","TV Series","IMDB: Watch List",,,,,,"tt0049833",,,"1956","7.9","220","75384","10/5/1956 12:00:00 AM","Cecil B. DeMille","8","10/23/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
,"","The Superman/Aquaman Hour of Adventure (1967)","Animation, Action, Family, Sci-Fi","y","TV Series","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","The Sweet Hereafter (1997)","Drama","y","Movie","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","The Sword and the Claw (1975)","Turkisn, Action, War","y","Movie",,,"Kiliç Aslan",,,,"tt0072267","10/20/2023 12:00:00 AM","10/20/2023 12:00:00 AM","1974","5.6","107","2424","6/19/1974 12:00:00 AM","Mike Hodges",,,,"45316.63454861111","45227.53674768518"
"y","","The Sword and the Sorcerer (1982)","Action, Adventure, Fantasy, Horror","y","Movie","IMDB: Watch List",,,,,,"tt0088247",,,"1984","8.1","107","903903","10/26/1984 12:00:00 AM","James Cameron","8","10/27/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
,"","The Sword of the Barbarians (1982)",,"y","Movie",,,,,,,"tt0096246","10/28/2023 12:00:00 AM","10/28/2023 12:00:00 AM","1989","4.7","88","2147","1/20/1989 12:00:00 AM","Thierry Notz",,,,"45316.63454861111","45227.53674768518"
"y","","The Tailor of Panama (2001)",,"y","Movie","Keep",,,,,,"Cannot find",,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","The Taking of Pelham 123 (1974)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","The Taking of Pelham 123 (2009)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","The Talented Mr. Ripley (1999)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","The Talk of the Town (1942)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"?","","The Taming of the Shrew (1967)","Comedy, Drama, Romance","y","Movie","IMDB:Ratings",,,,,,"tt0044121",,,"1951","7.1","87","32481","4/5/1951 12:00:00 AM","Christian Nyby, Howard Hawks","7","10/27/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"?","","The Tangle (2019)",,"y","TV Series","Keep",,,,,,"tt0069372","10/18/2023 12:00:00 AM","10/18/2023 12:00:00 AM","1972","4.5","91","2864","7/19/1972 12:00:00 AM","Lee Frost",,,,"45316.63454861111","45227.53674768518"
"y","","The Ten Commandments (1956)","Adventure, Drama, Family, History","y","Movie","IMDB:Ratings",,,,,,"tt5254868","10/17/2023 12:00:00 AM","10/17/2023 12:00:00 AM","2016","5.4","81","10308","10/12/2016 12:00:00 AM","Michael J. Gallagher",,,,"45316.63454861111","45227.53674768518"
"y","","The Terminal (2004)",,"y","Movie","Keep",,,,,,"tt0041959",,,"1949","8.1","104","178385","9/1/1949 12:00:00 AM","Carol Reed","8","10/29/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","The Terminal List (2022)","Military, Gunfight, Man Alone","y","TV Mini-Series","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","The Terminal Man (1974)","Horror, Sci-Fi, Thriller","y","Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","The Terminator (1984)","Action, Sci-Fi","y","Movie","IMDB:Ratings",,,,,,"tt0139809","10/17/2023 12:00:00 AM","10/17/2023 12:00:00 AM","1999","7","100","75731","4/16/1999 12:00:00 AM","Josef Rusnak",,,,"45316.63454861111","45227.53674768518"
,"","The Terror Within (1989)","Horror, Sci-Fi","y","Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"nf","The Thief of Baghdad (1924)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","The Thin Blue Line (1988)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","The Thin Man (1934)",,"y","Movie","Keep",,,,,,"tt0054387","10/27/2023 12:00:00 AM","10/27/2023 12:00:00 AM","1960","7.5","103","43791","5/25/1960 12:00:00 AM","George Pal",,,,"45316.63454861111","45227.53674768518"
"s","","The Thin Red Line (1998)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","The Thing (1982)",,"y","Movie","Keep",,,,,,"tt0058659","10/28/2023 12:00:00 AM","10/28/2023 12:00:00 AM","1964","5.2","84","2897","10/29/1964 12:00:00 AM","Ib Melchior",,,,"45316.63454861111","45227.53674768518"
"y","","The Thing from Another World (1951)","Horror, Sci-Fi","y","Movie","IMDB:Ratings",,,,,,"tt0452694",,,"2009","7.1","107","155822","8/14/2009 12:00:00 AM","Robert Schwentke","7","10/27/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
,"","The Thing with Two Heads (1972)","Comedy, Sci-Fi","y","Movie","IMDB: Watch List",,,,,,"tt0060036","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","1966","7.5","60","4073","9/9/1966 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
,"","The Thinning (2016)","Action, Drama, Horror, Sci-Fi, Thriller","y","Movie","IMDB: Watch List",,,,,,"tt15528116","10/17/2023 12:00:00 AM","10/17/2023 12:00:00 AM","2021","7","64","250","9/23/2021 12:00:00 AM","Tom Holland, Aristotelis Maragkos",,,,"45316.63454861111","45227.53674768518"
"y","","The Third Man (1949)","Film-Noir, Mystery, Thriller","y","Movie","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","The Third Miracle (1999)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","The Third Round (1925)",,"y","TV Series","Keep",,,,,,"tt4986098","10/17/2023 12:00:00 AM","10/17/2023 12:00:00 AM","2018","4.8","97","32960","2/3/2018 12:00:00 AM","Lennart Ruff",,,,"45316.63454861111","45227.53674768518"
"?","","The Thirteenth Floor (1999)","Mystery, Sci-Fi, Thriller","y","Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"?","","The Thomas Crown Affair (1999)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","The Three Musketeers (1921)",,"y","Movie","Keep",,,,,,"tt9777666",,,"2021","6.6","138","220202","6/30/2021 12:00:00 AM","Chris McKay","7","10/27/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","The Three Musketeers (1948)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"?","","The Time Machine (1960)","Adventure, Romance, Sci-Fi, Thriller","y","Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"?","","The Time Machine (2002)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","The Time Travelers (1964)","Sci-Fi","y","Movie","IMDB: Watch List",,,,,,"tt0090190","10/17/2023 12:00:00 AM","10/17/2023 12:00:00 AM","1984","6.2","82","31169","5/29/1985 12:00:00 AM","Michael Herz, Lloyd Kaufman",,,,"45316.63454861111","45227.53674768518"
"y","","The Time Traveler's Wife (2009)","Comedy, Drama, Fantasy, Romance, Sci-Fi","y","Movie","IMDB:Ratings",,,,,,"tt0067372","10/26/2023 12:00:00 AM","10/26/2023 12:00:00 AM","1971","7.4","140","14642","12/1/1971 12:00:00 AM","Roman Polanski",,,,"45316.63454861111","45227.53674768518"
"?","","The Time Tunnel (1966)","Action, Adventure, Sci-Fi","y","TV Series","IMDB: Watch List",,,,,,"tt0092106","10/27/2023 12:00:00 AM","10/27/2023 12:00:00 AM","1986","7.2","84","41372","8/8/1986 12:00:00 AM","Nelson Shin",,,,"45316.63454861111","45227.53674768518"
,"","The Timekeepers of Eternity (2021)","Animation, Horror, Mystery, Sci-Fi","y","Movie","IMDB: Watch List",,,,,,"tt0040897",,,"1948","8.2","126","130187","1/7/1948 12:00:00 AM","John Huston","8","8/5/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"s","y","The Tin Drum (1979)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","The Tingler (1959)",,"y","Movie","Keep",,,,,,"tt0098512","10/28/2023 12:00:00 AM","10/28/2023 12:00:00 AM","1989","5.8","100","2964","5/7/1989 12:00:00 AM","Bill Bixby",,,,"45316.63454861111","45227.53674768518"
,"","The Titan (2018)","Drama, Mystery, Romance, Sci-Fi, Thriller","y","Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","The Tommy Knockers (1993)",,"y","TV Mini-Series","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"?","","The Tomorrow People (2013)","Telekinesis, Teleportation, Telepathy","y","TV Series","Memory",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","The Tomorrow War (2021)","Action, Adventure, Drama, Sci-Fi, Thriller","y","Movie","IMDB:Ratings",,,,,,"tt0120382",,,"1998","8.2","103","1153644","6/1/1998 12:00:00 AM","Peter Weir","8","10/29/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","The Tonight Show Starring Johnny Carson (1962)",,"y","TV Series","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","The Tournament (2009)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","The Tower (2021)","Mystery, Murder","y","TV Series","Streaming",,,,,,"tt0052520",,,"1959","9.1","51","89944","10/2/1959 12:00:00 AM",,"8","10/27/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
,"","The Toxic Avenger (1984)","Action, Comedy, Horror, Sci-Fi","y","Movie","IMDB: Watch List",,,,,,"tt0088634","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","1985","7.7","45","11972","9/27/1985 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
"?","","The Tracey Ullman Show (1987)",,"y","TV Series",,,,,,,"tt0318252","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","2002","7.2","43","6484","9/18/2002 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
,"","The Tragedy of Macbeth (1971)","Drama, History","y","Movie","IMDB: Watch List",,,,,,"tt2583620","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","2019","6","60","17647","4/1/2019 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
"?","","The Transformers: The Movie (1986)","Animation, Action, Adventure, Family, Sci-Fi","y","Movie","IMDB: Watch List",,,,,,"tt0073835","10/20/2023 12:00:00 AM","10/20/2023 12:00:00 AM","1975","5.6","94","2257","10/2/1975 12:00:00 AM","Robert Clouse",,,,"45316.63454861111","45227.53674768518"
"y","","The Treasure of the Sierra Madre (1948)","Adventure, Drama, Western","y","Movie","IMDB:Ratings",,,,,,"tt1304991","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","1979","7.3","30","75","4/4/1979 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
"y","","The Trial (1993)",,"y","Movie","Keep",,,,,,"tt1312171",,,"2019","7.9","60","265794","2/15/2019 12:00:00 AM",,"7","10/27/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
,"y","The Trial of the Incredible Hulk (1989)","Action, Adventure, Drama, Sci-Fi","y","TV Movie","IMDB: Watch List",,,,,,"tt7939800","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","2022","6.9","47","4540","6/30/2022 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
"y","","The Trip to Bountiful (1985)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","The Trollenberg Terror (1956)",,"y","TV Series",,,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"?","","The Trouble with Harry (1955)",,"y","Movie","Keep",,,,,,"tt0114814",,,"1995","8.5","106","1123277","1/25/1995 12:00:00 AM","Bryan Singer","6","10/29/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","The Truman Show (1998)","Comedy, Drama","y","Movie","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","The Truth Will Out (2018)",,"y","TV Series","Keep",,"Det som göms i snö ",,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","The Tunnel (2013)","Murder, Mystery, Duo","y","TV Series","Streaming",,,,,,"tt6803046",,,"2019","6.7","91","43287","1/26/2019 12:00:00 AM","Andrew Patterson","7","10/19/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","The Twilight Zone (1959)","Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller","y","TV Series","IMDB:Ratings",,,,,,"tt9269288","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","2018","8.1","10","50","9/10/2018 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
